Image Path,Caption
./data/CUB-200-Painting/046.Gadwall/Gadwall_8.jpg,a painting of a duck on a white background
./data/CUB-200-Painting/046.Gadwall/Gadwall_9.jpg,a painting of a duck with its wings spread out
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_0.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_1.jpg,a painting of a goldfinch canvas print
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_10.jpg,a painting of a yellow bird on a piece of paper
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_11.jpg,a painting of a goldfinch on the map of washington state art print
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_12.jpg,a painting of a goldfinch with a pencil drawing
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_13.jpg,a painting of a yellow bird on a white background
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_14.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_15.jpg,a painting of a goldfinch bird on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_16.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_17.jpg,a painting of a yellow bird on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_18.jpg,a painting of a yellow bird on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_19.jpg,a painting of a goldfinch with the words how to draw an american goldfinch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_20.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_21.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_22.jpg,a painting of a goldfinch on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_23.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_24.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_25.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_26.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_3.jpg,a painting of a yellow bird flying in the air
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_4.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_5.jpg,a painting of a yellow bird on a branch greeting card
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_6.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_7.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_8.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/047.American_Goldfinch/American_Goldfinch_9.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_0.jpg,a painting of a bird and a cherry blossom
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_1.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_10.jpg,a painting of a goldfinch on a white background
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_11.jpg,a painting of a bird with a red and white head
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_12.jpg,a painting of a goldfinch bird
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_13.jpg,a painting of a goldfinch on a branch stationery cards
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_14.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_15.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_16.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_17.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_18.jpg,a painting of birds and flowers on a white background
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_19.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_2.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_20.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_21.jpg,"a painting of four different birds, one of which is flying"
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_22.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_23.jpg,a painting of a bird perched on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_24.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_25.jpg,a painting of a bird on a branch wood print
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_26.jpg,a painting of a bird and flowers on a white background
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_27.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_28.jpg,a painting of a watercolor bird on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_29.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_3.jpg,a painting of a goldfinch bird
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_30.jpg,a painting of a bird with a red and yellow
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_31.jpg,a painting of a bird sitting on a branch with berries
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_32.jpg,a painting of a bird with its wings spread
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_33.jpg,a painting of a european goldfinch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_34.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_35.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_36.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_37.jpg,a painting of a bird sitting on a wooden chair
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_38.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_4.jpg,a painting of a bird sitting on a branch with pine cones
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_5.jpg,a painting of a goldfinch sitting on a nest
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_6.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_7.jpg,a painting of a bird sitting on a branch with flowers
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_8.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/048.European_Goldfinch/European_Goldfinch_9.jpg,a painting of two birds on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_1.jpg,a painting of a blue bird with black feathers
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_10.jpg,a painting of birds on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_11.jpg,a painting of two birds on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_12.jpg,a painting of two black birds sitting on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_13.jpg,a painting of a bird with a blue head and black body
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_2.jpg,a painting of a blue bird on a white background
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_3.jpg,a painting of a black bird on a stick
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_4.jpg,a painting of a blackbird on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_5.jpg,a painting of two birds sitting on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_7.jpg,a painting of a person from the book person by person 18th century engraving
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_8.jpg,a painting of two birds sitting on a branch
./data/CUB-200-Painting/049.Boat_tailed_Grackle/Boat_tailed_Grackle_9.jpg,a painting of a bird singing
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_0.jpg,a painting of a duck on a white background
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_1.jpg,a painting of a duck with a yellow head
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_10.jpg,a painting of a bird with its parts labeled
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_11.jpg,a painting of two ducks on a rock
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_2.jpg,a painting of two ducks on a lake
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_3.jpg,a painting of two ducks swimming in the water
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_4.jpg,a painting of a duck on a lily pad
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_5.jpg,a painting of two birds in the water
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_6.jpg,a painting of a duck in the water
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_7.jpg,a painting of a duck floating on water
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_8.jpg,a painting of a bird sitting on the water
./data/CUB-200-Painting/050.Eared_Grebe/Eared_Grebe_9.jpg,a painting of a duck on the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_0.jpg,a painting of a bird with its wings spread out - stock image
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_1.jpg,a painting of two birds sitting on the ground
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_10.jpg,a painting of a duck in the water with lily pads
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_11.jpg,a painting of a duck on a rock
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_12.jpg,a painting of a bird with a long tail
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_13.jpg,a painting of a duck with a yellow head
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_14.jpg,a painting of two birds in the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_15.jpg,a painting of a duck on the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_16.jpg,a painting of a duck with a yellow head
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_17.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_18.jpg,a painting of a bird with a long beak
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_19.jpg,a painting of a duck in the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_2.jpg,a painting of a bird with a black head and yellow beak
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_20.jpg,a painting of two ducks in the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_3.jpg,a painting of a duck in a pond with lily pads
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_4.jpg,a painting of a duck on water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_5.jpg,a painting of a duck with a yellow head
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_6.jpg,a painting of two ducks standing on the ground
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_7.jpg,a painting of a bird with a long neck
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_8.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/051.Horned_Grebe/Horned_Grebe_9.jpg,a painting of a bird sitting on a rock
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_0.jpg,a painting of a duck on watercolor paper
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_1.jpg,a painting of a duck in the water
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_2.jpg,a painting of a duck on a white background
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_3.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_4.jpg,a painting of a duck on a white background
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_5.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_6.jpg,a painting of a duck with the words pied - billed grebe
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_7.jpg,a painting of a duck in the water with grass
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_8.jpg,a painting of a duck on watercolor paper
./data/CUB-200-Painting/052.Pied_billed_Grebe/Pied_billed_Grebe_9.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_0.jpg,a painting of a white heron on a blue background
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_1.jpg,a painting of a bird in the water
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_2.jpg,a painting of a duck with its wings spread out
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_3.jpg,a painting of a bird with its wings spread out
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_4.jpg,a painting of a bird swimming in the water
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_5.jpg,a painting of a duck swimming in the water
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_6.jpg,a painting of a bird sitting on the ground
./data/CUB-200-Painting/053.Western_Grebe/Western_Grebe_7.jpg,a painting of a duck and a baby
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_0.jpg,a painting of a blue bird with red beak
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_1.jpg,a painting of a blue bird sitting on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_10.jpg,a painting of a blue bird sitting on a wire
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_11.jpg,a painting of a blue bird on a branch with cherries
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_12.jpg,a painting of a blue bird on a branch with a red ball
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_13.jpg,a painting of a blue bird sitting on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_14.jpg,a painting of a blue bird sitting on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_15.jpg,a painting of a blue bird on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_16.jpg,a painting of a purple bird sitting on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_2.jpg,a painting of a blue bird on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_3.jpg,a painting of a blue bird with red and orange feathers
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_4.jpg,a painting of a blue bird perched on a branch
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_5.jpg,a painting of a blue bird with a yellow tail
./data/CUB-200-Painting/054.Blue_Grosbeak/Blue_Grosbeak_8.jpg,a painting of a blue bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_0.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_1.jpg,a painting of two birds sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_11.jpg,a painting of four different birds with the names of male and female
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_12.jpg,a painting of a yellow bird on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_13.jpg,a painting of birds on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_14.jpg,a painting of a yellow bird sitting on a wooden post
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_15.jpg,a painting of a yellow bird with black and white feathers
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_16.jpg,a painting of a yellow bird flying in the air
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_17.jpg,a painting of three birds on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_18.jpg,a painting of a bird with a yellow and black head
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_19.jpg,a painting of a yellow and black bird on a green background
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_2.jpg,a painting of a bird with a handwritten note
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_20.jpg,a painting of a yellow and black bird
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_21.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_22.jpg,a painting of birds sitting on a tree branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_23.jpg,a painting of a yellow bird on a pine branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_24.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_25.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_26.jpg,a painting of two birds sitting on a white background
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_27.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_28.jpg,a painting of a yellow bird sitting on a rock
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_29.jpg,a painting of birds on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_3.jpg,a painting of a yellow bird on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_30.jpg,a painting of a goldfinch with a poem by person
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_4.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_5.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_6.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_7.jpg,a painting of a bird with a yellow head and black beak
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_8.jpg,a painting of a yellow bird sitting on a branch
./data/CUB-200-Painting/055.Evening_Grosbeak/Evening_Grosbeak_9.jpg,a painting of a bird with a yellow head and blue feet
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_0.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_1.jpg,a painting of a red bird on a branch with berries
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_10.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_11.jpg,a painting of two red birds on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_12.jpg,a painting of a bird on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_13.jpg,a painting of a red and black bird on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_14.jpg,a painting of a red bird perched on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_15.jpg,a painting of a pink bird with a red beak
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_16.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_17.jpg,a painting of two birds sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_18.jpg,a painting of two red birds sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_19.jpg,a painting of birds on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_2.jpg,a painting of a pink bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_20.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_21.jpg,a painting of two birds perched on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_22.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_3.jpg,a painting of a red bird on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_4.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_5.jpg,a painting of a red bird on a white background
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_6.jpg,a painting of a bird on a branch with berries
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_7.jpg,a painting of a red bird with black and white feathers
./data/CUB-200-Painting/056.Pine_Grosbeak/Pine_Grosbeak_9.jpg,a painting of a red bird on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_0.jpg,a painting of a red headed woodpecker on a white background
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_1.jpg,a painting of three birds with different colors
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_10.jpg,a painting of a red bird on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_11.jpg,a painting of a red bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_12.jpg,a painting of a bird sitting on a branch with pink flowers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_13.jpg,a painting of a bird on a branch with red berries
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_14.jpg,a painting of a red headed woodpecker
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_15.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_16.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_17.jpg,a painting of a bird with red feathers and a black and white background
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_18.jpg,a painting of a red headed woodpecker
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_19.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_2.jpg,a painting of birds on a branch with flowers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_20.jpg,a painting of three birds sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_21.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_22.jpg,a painting of a red headed bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_23.jpg,a painting of a bird with a red and white head
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_24.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_25.jpg,a painting of birds on a tree
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_26.jpg,a painting of a bird with a pink and black head and a white beak
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_27.jpg,a painting of a bird with a red heart on its chest
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_28.jpg,a painting of a bird on a paper
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_29.jpg,"a painting of a bird with red, black and white feathers"
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_3.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_30.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_31.jpg,"a painting of a bird with a red, black and white head"
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_32.jpg,a painting of a bird sitting on a branch with flowers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_33.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_34.jpg,a painting of a red - headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_35.jpg,a painting of a red - headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_36.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_37.jpg,a painting of a red - breasted grosbeak bird
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_38.jpg,"a painting of a red, black and white bird"
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_39.jpg,a painting of a bird with red and black feathers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_4.jpg,a painting of a red - headed blackbird on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_40.jpg,a painting of a black and white bird with red flowers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_41.jpg,"a painting of a bird with red, white and black feathers"
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_42.jpg,a painting of a red headed woodpecker on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_43.jpg,a painting of a red-breasted nuthatch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_5.jpg,a painting of a red and black bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_6.jpg,a painting of a bird with red and black feathers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_7.jpg,a painting of a bird sitting on a branch
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_8.jpg,a painting of a bird on a branch with pink flowers
./data/CUB-200-Painting/057.Rose_breasted_Grosbeak/Rose_breasted_Grosbeak_9.jpg,a painting of a bird sitting on a branch
